,Besancenot,Buffet,Schivardi,Bayrou,Bové,Voynet,de Villiers,Royal,Nihous,Le Pen,Laguiller,Sarkozy
78,1,0,1,3,1,4,4,2,3,6,2,6
276,1,1,1,5,2,3,5,1,1,1,3,6
97,1,1,1,2,2,2,1,4,1,1,3,6
111,3,4,3,5,2,2,2,4,2,1,3,6
143,1,1,1,5,1,0,1,4,3,1,3,6
374,4,3,2,4,3,4,4,1,2,3,3,6
65,3,2,2,3,2,2,3,5,2,3,3,6
509,4,1,1,6,4,1,1,2,1,4,3,6
545,2,2,3,5,3,3,4,5,1,4,3,6
234,2,2,2,2,3,4,4,1,2,4,3,6
469,3,2,2,3,0,3,4,2,2,4,3,6
101,2,1,3,1,1,1,5,2,4,5,3,6
215,4,3,1,3,1,3,1,3,4,5,3,6
90,1,2,1,5,2,2,1,1,1,1,4,6
404,4,5,1,6,5,5,2,6,1,4,4,6
318,5,3,1,6,1,2,3,3,2,1,5,6
408,4,1,1,6,4,5,5,4,4,1,5,6
346,5,4,1,5,2,3,3,4,1,3,5,6
288,4,3,3,5,5,3,6,4,3,3,5,6
64,2,5,2,4,1,5,4,5,1,4,5,6
239,4,3,2,5,4,3,3,3,2,4,5,6
409,4,4,2,1,1,4,5,4,3,4,5,6
132,3,4,2,5,3,4,4,1,1,5,5,6
124,5,5,4,5,4,5,5,5,4,6,5,6
452,1,1,1,3,1,1,6,4,5,6,5,6
20,6,6,6,6,6,6,6,6,6,6,6,6
