,Besancenot,Buffet,Schivardi,Bayrou,Bové,Voynet,de Villiers,Royal,Nihous,Le Pen,Laguiller,Sarkozy
120132,2,1,1,4,2,3,4,3,1,5,1,6
120295,2,1,1,4,1,3,5,3,1,5,1,6
120283,1,1,2,4,3,3,5,4,3,5,1,6
120467,1,1,1,2,0,1,3,1,4,5,1,6
120172,1,1,2,5,1,1,6,1,0,6,1,6
120094,1,1,1,3,1,1,4,1,1,6,1,6
120156,1,1,1,4,1,1,5,1,1,6,1,6
120335,1,1,1,2,2,2,5,1,2,6,1,6
120274,3,3,3,3,3,3,5,1,3,6,1,6
120278,2,2,3,4,5,1,3,2,5,6,1,6
120167,1,1,2,3,1,1,6,1,6,6,1,6
120008,1,1,1,5,1,2,3,3,0,1,2,6
120181,1,2,2,4,1,3,3,4,0,1,2,6
120128,1,1,1,1,1,3,4,1,1,1,2,6
120083,2,1,1,3,1,1,3,2,1,1,2,6
120168,2,3,1,5,1,3,4,2,1,1,2,6
120270,2,2,1,5,2,2,1,5,1,1,2,6
120370,1,2,2,4,2,2,1,1,2,1,2,6
120017,2,3,4,4,1,1,2,5,2,1,2,6
120201,2,2,2,3,3,3,1,2,0,2,2,6
120066,2,3,1,4,2,2,1,1,1,2,2,6
120116,1,1,1,4,1,3,1,2,1,2,2,6
120096,2,2,1,6,2,2,2,6,2,2,2,6
120384,1,3,2,3,1,3,4,3,3,2,2,6
120445,2,1,1,5,1,1,1,2,1,3,2,6
120434,1,2,2,2,1,0,4,1,2,3,2,6
120315,2,3,2,6,3,4,4,5,2,3,2,6
120514,4,3,3,5,2,3,5,4,3,3,2,6
120081,2,1,1,4,3,3,3,2,2,4,2,6
120013,4,5,3,5,4,4,5,5,2,4,2,6
120040,2,1,1,5,1,2,3,1,1,5,2,6
120059,5,2,1,5,2,3,5,1,1,5,2,6
120220,1,2,3,3,4,4,4,2,1,5,2,6
120210,1,2,1,6,1,2,5,5,1,6,2,6
120137,2,2,2,4,1,2,2,2,2,6,2,6
120229,1,2,1,5,1,4,5,4,2,6,2,6
120035,4,4,0,5,3,0,0,3,0,1,3,6
120466,1,1,1,5,1,4,6,3,1,1,3,6
120102,5,4,1,3,2,5,1,6,1,1,3,6
120500,4,5,4,5,2,5,3,6,3,1,3,6
120262,1,1,1,4,1,4,4,4,1,3,3,6
120417,2,3,5,6,4,4,5,4,1,4,3,6
120483,1,3,1,3,2,2,6,3,2,4,3,6
120559,1,5,4,4,1,3,3,4,3,5,3,6
120127,4,2,4,1,2,4,4,1,4,5,3,6
120494,2,2,2,4,2,3,4,3,2,6,3,6
120497,1,3,1,6,3,4,3,3,2,1,4,6
120356,4,3,2,5,4,3,2,5,1,3,4,6
120108,5,5,4,6,3,3,4,4,3,4,4,6
120248,2,2,3,1,3,1,4,2,3,5,4,6
120237,3,3,3,1,4,3,3,1,4,5,4,6
120333,2,3,3,3,2,3,5,4,3,5,5,6
120243,5,5,3,3,0,5,4,3,4,5,5,6
120071,5,5,5,6,3,5,5,6,4,5,5,6
120175,3,3,3,3,3,2,3,3,0,6,5,6
120177,3,3,0,5,3,4,6,4,3,6,5,6
120194,6,5,0,5,3,4,3,5,0,1,6,6
120481,5,3,1,5,3,1,6,1,1,6,6,6
120452,6,6,6,6,6,6,6,6,6,6,6,6
120549,6,6,6,6,6,6,6,6,6,6,6,6
